Date,DayOfWeek,Month,Weekend,Holiday,Emergency_Room_Cases,Scheduled_Surgeries,Trauma_Alert_Level,Blood_Type,New_Donations,Units_Used,Starting_Inventory,Ending_Inventory,Days_Supply,Shortage_Flag,Units_Used_tomorrow
2020-01-04,5,1,1,0,54.0,0.0,1,O+,2.0,14.0,46.0,34.0,2.2666666666666666,1,17.0
2020-01-04,5,1,1,0,54.0,0.0,1,O-,3.0,17.0,26.0,12.0,0.6666666666666666,1,14.0
2020-01-05,6,1,1,0,57.0,1.0,1,A+,1.0,11.0,48.0,38.0,3.1666666666666665,1,19.0
2020-01-05,6,1,1,0,57.0,1.0,1,A-,3.0,9.0,12.0,6.0,0.6,1,18.0
2020-01-05,6,1,1,0,57.0,1.0,1,AB+,7.0,13.0,0.0,,0.0,1,20.0
2020-01-05,6,1,1,0,57.0,1.0,1,AB-,0.0,10.0,0.0,0.0,0.0,1,24.0
2020-01-05,6,1,1,0,57.0,1.0,1,B+,,15.0,38.0,24.0,1.5,1,16.0
2020-01-05,6,1,1,0,57.0,1.0,1,B-,5.0,17.0,0.0,0.0,0.0,1,14.0
2020-01-05,6,1,1,0,57.0,1.0,1,O+,3.0,17.0,,20.0,,1,22.0
2020-01-05,6,1,1,0,57.0,1.0,1,O-,7.0,14.0,12.0,5.0,0.3333333333333333,1,22.0
2020-01-06,0,1,0,0,29.0,30.0,1,A+,4.0,19.0,38.0,23.0,1.15,1,17.0
2020-01-06,0,1,0,0,29.0,30.0,1,A-,9.0,18.0,6.0,0.0,0.0,1,18.0
2020-01-06,0,1,0,0,29.0,30.0,1,AB+,4.0,20.0,0.0,0.0,0.0,1,16.0
2020-01-06,0,1,0,0,29.0,30.0,1,AB-,9.0,24.0,0.0,0.0,0.0,1,16.0
2020-01-06,0,1,0,0,29.0,30.0,1,B+,4.0,16.0,24.0,12.0,0.7058823529411765,1,14.0
2020-01-06,0,1,0,0,29.0,30.0,1,B-,7.0,14.0,0.0,0.0,0.0,1,16.0
2020-01-06,0,1,0,0,29.0,30.0,1,O+,5.0,22.0,20.0,3.0,0.13043478260869565,1,21.0
2020-01-06,0,1,0,0,29.0,30.0,1,O-,4.0,22.0,5.0,0.0,0.0,1,21.0
2020-01-07,1,1,0,0,41.0,38.0,0,A+,6.0,17.0,23.0,12.0,0.6666666666666666,1,18.0
2020-01-07,1,1,0,0,41.0,38.0,0,A-,11.0,18.0,0.0,0.0,0.0,1,18.0
2020-01-07,1,1,0,0,41.0,38.0,0,AB+,3.0,16.0,0.0,0.0,0.0,1,16.0
2020-01-07,1,1,0,0,41.0,38.0,0,AB-,4.0,16.0,0.0,0.0,0.0,1,20.0
2020-01-07,1,1,0,0,41.0,38.0,0,B+,6.0,14.0,12.0,4.0,0.26666666666666666,1,20.0
2020-01-07,1,1,0,0,41.0,,0,B-,5.0,16.0,0.0,0.0,0.0,1,21.0
2020-01-07,1,1,0,0,41.0,38.0,0,O+,5.0,,3.0,,0.0,1,20.0
2020-01-07,1,1,0,0,41.0,38.0,0,O-,3.0,21.0,0.0,0.0,0.0,1,23.0
2020-01-08,2,1,0,0,47.0,26.0,2,A+,8.0,18.0,12.0,2.0,0.10526315789473684,1,8.0
2020-01-08,2,1,0,0,47.0,26.0,2,A-,5.0,18.0,0.0,0.0,,1,30.0
2020-01-08,2,1,0,0,47.0,26.0,2,AB+,6.0,16.0,0.0,0.0,0.0,1,13.0
2020-01-08,2,1,0,0,47.0,26.0,2,AB-,2.0,20.0,0.0,0.0,0.0,1,18.0
2020-01-08,2,1,0,0,47.0,26.0,2,B+,4.0,20.0,4.0,0.0,0.0,1,15.0
2020-01-08,2,1,0,0,47.0,26.0,2,B-,9.0,21.0,0.0,0.0,0.0,1,15.0
2020-01-08,2,1,0,0,47.0,26.0,2,O+,2.0,20.0,0.0,0.0,0.0,1,13.0
2020-01-08,2,1,0,0,47.0,26.0,2,O-,4.0,23.0,0.0,0.0,0.0,1,14.0
2020-01-09,3,1,0,0,27.0,27.0,0,A+,3.0,8.0,2.0,0.0,0.0,1,18.0
2020-01-09,3,1,0,0,27.0,27.0,0,A-,2.0,30.0,0.0,0.0,0.0,1,19.0
2020-01-09,3,1,0,0,27.0,27.0,0,AB+,9.0,13.0,0.0,0.0,0.0,1,16.0
2020-01-09,3,1,0,0,,27.0,0,AB-,10.0,18.0,0.0,0.0,0.0,1,17.0
2020-01-09,3,1,0,0,27.0,27.0,0,B+,5.0,15.0,,0.0,0.0,1,40.0
2020-01-09,3,1,0,0,27.0,27.0,0,B-,4.0,15.0,0.0,0.0,0.0,1,16.0
2020-01-09,3,1,0,0,27.0,27.0,0,O+,4.0,13.0,0.0,0.0,,1,20.0
2020-01-09,3,1,0,0,27.0,,0,O-,6.0,14.0,0.0,0.0,0.0,1,19.0
2020-01-10,4,1,0,0,42.0,38.0,0,A+,5.0,18.0,0.0,0.0,0.0,1,11.0
2020-01-10,4,1,0,0,42.0,38.0,0,A-,5.0,19.0,0.0,0.0,0.0,1,11.0
2020-01-10,4,1,0,0,42.0,38.0,0,AB+,5.0,16.0,0.0,0.0,0.0,1,15.0
2020-01-10,4,1,0,0,42.0,38.0,0,AB-,3.0,17.0,0.0,0.0,0.0,1,10.0
2020-01-10,4,1,0,0,42.0,38.0,0,B+,11.0,40.0,0.0,0.0,0.0,1,14.0
2020-01-10,4,1,0,0,42.0,38.0,0,B-,7.0,16.0,0.0,0.0,0.0,1,15.0
2020-01-10,4,1,0,0,42.0,38.0,0,O+,5.0,20.0,0.0,0.0,0.0,1,14.0
2020-01-10,4,1,0,0,42.0,38.0,0,O-,,19.0,0.0,0.0,0.0,1,19.0
2020-01-11,5,1,1,0,58.0,4.0,0,A+,2.0,11.0,0.0,0.0,0.0,1,10.0
2020-01-11,5,1,1,0,58.0,4.0,0,A-,8.0,11.0,0.0,0.0,0.0,1,16.0
2020-01-11,5,1,1,0,58.0,4.0,0,AB+,2.0,15.0,0.0,0.0,0.0,1,33.0
2020-01-11,5,1,1,0,58.0,4.0,0,AB-,3.0,10.0,0.0,0.0,0.0,1,20.0
2020-01-11,5,1,1,0,58.0,4.0,0,B+,5.0,14.0,0.0,0.0,0.0,1,11.0
2020-01-11,5,1,1,0,58.0,4.0,0,B-,7.0,15.0,0.0,0.0,0.0,1,14.0
2020-01-11,5,1,1,0,58.0,4.0,0,O+,3.0,14.0,0.0,0.0,0.0,1,17.0
2020-01-11,5,1,1,0,58.0,4.0,0,O-,,19.0,0.0,0.0,0.0,1,14.0
2020-01-12,6,1,1,0,39.0,4.0,3,A+,3.0,10.0,0.0,0.0,0.0,1,21.0
2020-01-12,6,1,1,0,39.0,4.0,3,A-,2.0,16.0,0.0,0.0,0.0,1,23.0
2020-01-12,6,1,1,0,39.0,4.0,3,AB+,4.0,33.0,,0.0,,1,20.0
2020-01-12,6,1,1,0,39.0,4.0,3,AB-,5.0,20.0,0.0,0.0,0.0,1,23.0
2020-01-12,6,1,1,0,39.0,4.0,3,B+,5.0,11.0,0.0,,0.0,1,20.0
2020-01-12,6,1,1,0,39.0,4.0,3,B-,4.0,14.0,0.0,0.0,0.0,1,23.0
2020-01-12,6,1,1,0,39.0,4.0,3,O+,6.0,17.0,0.0,0.0,0.0,1,22.0
2020-01-12,6,1,1,0,39.0,4.0,3,O-,8.0,14.0,0.0,0.0,0.0,1,25.0
2020-01-13,0,1,0,0,32.0,31.0,2,A+,4.0,21.0,0.0,0.0,0.0,1,15.0
2020-01-13,0,1,0,0,32.0,31.0,2,A-,4.0,23.0,0.0,0.0,,1,20.0
2020-01-13,0,1,0,0,32.0,31.0,2,AB+,3.0,20.0,0.0,0.0,0.0,1,11.0
2020-01-13,0,1,0,0,32.0,31.0,2,AB-,6.0,23.0,0.0,0.0,0.0,1,17.0
2020-01-13,0,1,0,0,32.0,31.0,2,B+,8.0,20.0,0.0,0.0,0.0,1,18.0
2020-01-13,0,1,0,0,32.0,31.0,2,B-,6.0,23.0,0.0,0.0,0.0,1,14.0
2020-01-13,0,1,0,0,32.0,31.0,2,O+,4.0,22.0,0.0,0.0,0.0,1,21.0
2020-01-13,0,1,0,0,32.0,31.0,2,O-,3.0,25.0,0.0,0.0,0.0,1,17.0
2020-01-14,1,1,0,0,42.0,28.0,0,A+,2.0,15.0,0.0,0.0,0.0,1,14.0
2020-01-14,1,1,0,0,42.0,28.0,0,A-,11.0,20.0,0.0,0.0,0.0,1,13.0
2020-01-14,1,1,0,0,42.0,28.0,0,AB+,6.0,11.0,0.0,0.0,0.0,1,11.0
2020-01-14,1,1,0,0,42.0,28.0,0,AB-,5.0,17.0,0.0,0.0,0.0,1,22.0
2020-01-14,1,1,0,0,42.0,28.0,0,B+,3.0,18.0,0.0,0.0,0.0,1,15.0
2020-01-14,1,1,0,0,42.0,28.0,0,B-,7.0,14.0,0.0,0.0,0.0,1,21.0
2020-01-14,1,1,0,0,42.0,28.0,0,O+,5.0,21.0,0.0,0.0,0.0,1,22.0
2020-01-14,1,1,0,0,42.0,28.0,0,O-,4.0,17.0,0.0,0.0,0.0,1,18.0
2020-01-15,2,1,0,0,38.0,24.0,1,A+,3.0,14.0,0.0,0.0,0.0,1,17.0
2020-01-15,2,1,0,0,,24.0,1,A-,8.0,13.0,0.0,0.0,0.0,1,19.0
2020-01-15,2,1,0,0,38.0,24.0,1,AB+,4.0,11.0,0.0,0.0,0.0,1,25.0
2020-01-15,2,1,0,0,38.0,24.0,1,AB-,3.0,22.0,0.0,0.0,0.0,1,16.0
2020-01-15,2,1,0,0,38.0,24.0,1,B+,4.0,,0.0,0.0,0.0,1,8.0
2020-01-15,2,1,0,0,38.0,24.0,1,B-,1.0,21.0,0.0,0.0,0.0,1,11.0
2020-01-15,2,1,0,0,38.0,24.0,1,O+,4.0,22.0,0.0,0.0,0.0,1,34.0
2020-01-15,2,1,0,0,38.0,24.0,1,O-,8.0,18.0,0.0,0.0,0.0,1,21.0
2020-01-16,3,1,0,0,48.0,18.0,0,A+,9.0,,0.0,0.0,0.0,1,21.0
2020-01-16,3,1,0,0,48.0,18.0,0,A-,7.0,19.0,0.0,0.0,0.0,1,12.0
2020-01-16,3,1,0,0,48.0,18.0,0,AB+,5.0,25.0,0.0,0.0,0.0,1,15.0
2020-01-16,3,1,0,0,48.0,18.0,0,AB-,6.0,16.0,0.0,0.0,0.0,1,23.0
2020-01-16,3,1,0,0,48.0,18.0,0,B+,5.0,8.0,0.0,0.0,0.0,1,13.0
2020-01-16,3,1,0,0,,18.0,0,B-,6.0,11.0,0.0,0.0,0.0,1,14.0
2020-01-16,3,1,0,0,48.0,18.0,0,O+,2.0,34.0,0.0,0.0,0.0,1,21.0
2020-01-16,3,1,0,0,48.0,18.0,0,O-,3.0,21.0,0.0,0.0,0.0,1,16.0
2020-01-17,4,1,0,0,23.0,38.0,0,A+,9.0,21.0,0.0,0.0,0.0,1,9.0
2020-01-17,4,1,0,0,23.0,,0,A-,4.0,12.0,0.0,0.0,0.0,1,14.0
2020-01-17,4,1,0,0,23.0,38.0,0,AB+,8.0,15.0,0.0,0.0,0.0,1,8.0
2020-01-17,4,1,0,0,23.0,38.0,0,AB-,5.0,23.0,0.0,0.0,0.0,1,9.0
2020-01-17,4,1,0,0,23.0,38.0,0,B+,10.0,13.0,0.0,0.0,0.0,1,14.0
2020-01-17,4,1,0,0,23.0,38.0,0,B-,2.0,14.0,0.0,0.0,0.0,1,15.0
2020-01-17,4,1,0,0,23.0,38.0,0,O+,5.0,21.0,0.0,0.0,0.0,1,13.0
2020-01-17,4,1,0,0,23.0,38.0,0,O-,5.0,16.0,0.0,0.0,0.0,1,15.0
2020-01-18,5,1,1,0,49.0,3.0,0,A+,3.0,9.0,0.0,0.0,0.0,1,16.0
2020-01-18,5,1,1,0,49.0,3.0,0,A-,3.0,14.0,0.0,0.0,0.0,1,12.0
2020-01-18,5,1,1,0,49.0,3.0,0,AB+,2.0,8.0,0.0,0.0,0.0,1,10.0
2020-01-18,5,1,1,0,49.0,3.0,0,AB-,3.0,9.0,0.0,0.0,0.0,1,11.0
2020-01-18,5,1,1,0,49.0,3.0,0,B+,,14.0,0.0,0.0,0.0,1,10.0
2020-01-18,5,1,1,0,49.0,3.0,0,B-,3.0,15.0,0.0,0.0,0.0,1,10.0
2020-01-18,5,1,1,0,,3.0,0,O+,7.0,13.0,0.0,0.0,0.0,1,17.0
2020-01-18,5,1,1,0,49.0,3.0,0,O-,8.0,15.0,0.0,0.0,,1,12.0
2020-01-19,6,1,1,0,43.0,4.0,0,A+,3.0,16.0,0.0,0.0,0.0,1,21.0
2020-01-19,6,1,1,0,43.0,4.0,0,A-,0.0,12.0,0.0,0.0,0.0,1,16.0
2020-01-19,6,1,1,0,43.0,4.0,0,AB+,6.0,10.0,0.0,0.0,0.0,1,17.0
2020-01-19,6,1,1,0,43.0,,0,AB-,5.0,11.0,0.0,0.0,0.0,1,21.0
2020-01-19,6,1,1,0,43.0,4.0,0,B+,2.0,10.0,0.0,0.0,0.0,1,14.0
2020-01-19,6,1,1,0,43.0,4.0,0,B-,3.0,10.0,0.0,0.0,,1,15.0
2020-01-19,6,1,1,0,43.0,4.0,0,O+,2.0,17.0,0.0,0.0,0.0,1,22.0
2020-01-19,6,1,1,0,43.0,4.0,0,O-,5.0,12.0,0.0,0.0,0.0,1,19.0
2020-01-20,0,1,0,0,40.0,26.0,1,A+,5.0,21.0,0.0,0.0,,1,8.0
2020-01-20,0,1,0,0,40.0,,1,A-,2.0,16.0,0.0,0.0,0.0,1,12.0
2020-01-20,0,1,0,0,40.0,26.0,1,AB+,5.0,17.0,0.0,0.0,0.0,1,18.0
2020-01-20,0,1,0,0,40.0,26.0,1,AB-,3.0,21.0,0.0,0.0,0.0,1,16.0
2020-01-20,0,1,0,0,,26.0,1,B+,4.0,14.0,0.0,0.0,0.0,1,13.0
2020-01-20,0,1,0,0,40.0,26.0,1,B-,7.0,15.0,0.0,,0.0,1,14.0
2020-01-20,0,1,0,0,40.0,26.0,1,O+,7.0,22.0,0.0,0.0,0.0,1,15.0
2020-01-20,0,1,0,0,40.0,26.0,1,O-,8.0,19.0,0.0,0.0,0.0,1,17.0
2020-01-21,1,1,0,0,20.0,23.0,0,A+,5.0,8.0,0.0,0.0,0.0,1,11.0
2020-01-21,1,1,0,0,20.0,23.0,0,A-,4.0,12.0,0.0,0.0,0.0,1,11.0
2020-01-21,1,1,0,0,,23.0,0,AB+,1.0,18.0,0.0,,0.0,1,11.0
2020-01-21,1,1,0,0,20.0,23.0,0,AB-,7.0,16.0,0.0,0.0,0.0,1,15.0
2020-01-21,1,1,0,0,20.0,23.0,0,B+,6.0,13.0,0.0,0.0,0.0,1,12.0
2020-01-21,1,1,0,0,20.0,23.0,0,B-,4.0,14.0,0.0,0.0,0.0,1,26.0
2020-01-21,1,1,0,0,20.0,23.0,0,O+,2.0,15.0,0.0,0.0,0.0,1,18.0
2020-01-21,1,1,0,0,20.0,23.0,0,O-,5.0,17.0,0.0,0.0,0.0,1,15.0
2020-01-22,2,1,0,0,22.0,20.0,0,A+,4.0,11.0,0.0,0.0,,1,20.0
2020-01-22,2,1,0,0,22.0,20.0,0,A-,1.0,11.0,0.0,0.0,0.0,1,18.0
2020-01-22,2,1,0,0,22.0,20.0,0,AB+,,11.0,0.0,0.0,0.0,1,18.0
2020-01-22,2,1,0,0,22.0,20.0,0,AB-,4.0,15.0,0.0,0.0,0.0,1,22.0
2020-01-22,2,1,0,0,22.0,20.0,0,B+,3.0,12.0,0.0,0.0,0.0,1,15.0
2020-01-22,2,1,0,0,22.0,20.0,0,B-,1.0,26.0,0.0,0.0,0.0,1,13.0
2020-01-22,2,1,0,0,22.0,20.0,0,O+,4.0,18.0,0.0,0.0,0.0,1,21.0
2020-01-22,2,1,0,0,22.0,20.0,0,O-,1.0,15.0,0.0,0.0,0.0,1,26.0
2020-01-23,3,1,0,0,25.0,34.0,1,A+,3.0,20.0,0.0,0.0,0.0,1,23.0
2020-01-23,3,1,0,0,25.0,34.0,1,A-,9.0,18.0,0.0,0.0,0.0,1,20.0
2020-01-23,3,1,0,0,25.0,,1,AB+,7.0,18.0,0.0,0.0,0.0,1,20.0
2020-01-23,3,1,0,0,25.0,34.0,1,AB-,5.0,22.0,0.0,0.0,0.0,1,23.0
2020-01-23,3,1,0,0,25.0,34.0,1,B+,5.0,15.0,0.0,0.0,0.0,1,16.0
2020-01-23,3,1,0,0,25.0,34.0,1,B-,3.0,13.0,0.0,0.0,0.0,1,21.0
2020-01-23,3,1,0,0,25.0,34.0,1,O+,8.0,21.0,0.0,0.0,0.0,1,20.0
2020-01-23,3,1,0,0,25.0,34.0,1,O-,9.0,26.0,0.0,,0.0,1,23.0
2020-01-24,4,1,0,0,39.0,39.0,3,A+,3.0,23.0,0.0,0.0,0.0,1,12.0
2020-01-24,4,1,0,0,39.0,39.0,3,A-,2.0,20.0,0.0,0.0,0.0,1,12.0
2020-01-24,4,1,0,0,39.0,39.0,3,AB+,5.0,20.0,0.0,0.0,0.0,1,10.0
2020-01-24,4,1,0,0,39.0,39.0,3,AB-,5.0,23.0,0.0,0.0,0.0,1,17.0
2020-01-24,4,1,0,0,39.0,39.0,3,B+,6.0,16.0,0.0,0.0,0.0,1,15.0
2020-01-24,4,1,0,0,39.0,39.0,3,B-,,,0.0,0.0,0.0,1,11.0
2020-01-24,4,1,0,0,39.0,39.0,3,O+,5.0,20.0,0.0,0.0,0.0,1,33.0
2020-01-24,4,1,0,0,39.0,39.0,3,O-,6.0,23.0,0.0,0.0,0.0,1,15.0
2020-01-25,5,1,1,0,57.0,1.0,0,A+,8.0,12.0,0.0,0.0,0.0,1,10.0
2020-01-25,5,1,1,0,57.0,1.0,0,A-,6.0,12.0,0.0,0.0,0.0,1,12.0
2020-01-25,5,1,1,0,57.0,1.0,0,AB+,5.0,10.0,0.0,0.0,0.0,1,11.0
2020-01-25,5,1,1,0,57.0,1.0,0,AB-,3.0,17.0,0.0,0.0,0.0,1,31.0
2020-01-25,5,1,1,0,57.0,1.0,0,B+,0.0,15.0,0.0,0.0,0.0,1,10.0
2020-01-25,5,1,1,0,57.0,1.0,0,B-,3.0,11.0,0.0,0.0,0.0,1,15.0
2020-01-25,5,1,1,0,,1.0,0,O+,6.0,33.0,0.0,0.0,0.0,1,16.0
2020-01-25,5,1,1,0,57.0,1.0,0,O-,4.0,15.0,0.0,0.0,,1,19.0
2020-01-26,6,1,1,0,64.0,0.0,0,A+,6.0,10.0,0.0,0.0,0.0,1,14.0
2020-01-26,6,1,1,0,64.0,0.0,0,A-,4.0,12.0,0.0,0.0,0.0,1,19.0
2020-01-26,6,1,1,0,64.0,0.0,0,AB+,3.0,11.0,0.0,0.0,0.0,1,15.0
2020-01-26,6,1,1,0,64.0,0.0,0,AB-,5.0,31.0,0.0,0.0,0.0,1,39.0
2020-01-26,6,1,1,0,64.0,0.0,0,B+,5.0,10.0,0.0,0.0,,1,12.0
2020-01-26,6,1,1,0,64.0,0.0,0,B-,1.0,15.0,0.0,0.0,0.0,1,13.0
2020-01-26,6,1,1,0,,0.0,0,O+,4.0,16.0,0.0,0.0,0.0,1,15.0
2020-01-26,6,1,1,0,64.0,0.0,0,O-,4.0,19.0,0.0,0.0,0.0,1,18.0
2020-01-27,0,1,0,0,29.0,16.0,1,A+,5.0,14.0,,0.0,0.0,1,20.0
2020-01-27,0,1,0,0,29.0,16.0,1,A-,6.0,19.0,0.0,0.0,0.0,1,23.0
2020-01-27,0,1,0,0,29.0,16.0,1,AB+,6.0,15.0,0.0,0.0,0.0,1,17.0
2020-01-27,0,1,0,0,29.0,16.0,1,AB-,7.0,39.0,0.0,0.0,0.0,1,14.0
2020-01-27,0,1,0,0,29.0,16.0,1,B+,6.0,12.0,,0.0,0.0,1,21.0
2020-01-27,0,1,0,0,29.0,16.0,1,B-,6.0,13.0,0.0,0.0,0.0,1,29.0
2020-01-27,0,1,0,0,29.0,16.0,1,O+,1.0,15.0,,0.0,0.0,1,20.0
2020-01-27,0,1,0,0,29.0,16.0,1,O-,1.0,18.0,,0.0,0.0,1,18.0
2020-01-28,1,1,0,0,29.0,30.0,2,A+,4.0,20.0,0.0,0.0,0.0,1,15.0
2020-01-28,1,1,0,0,29.0,30.0,2,A-,8.0,23.0,0.0,0.0,0.0,1,11.0
2020-01-28,1,1,0,0,29.0,30.0,2,AB+,9.0,17.0,0.0,0.0,0.0,1,22.0
2020-01-28,1,1,0,0,29.0,30.0,2,AB-,4.0,14.0,0.0,0.0,0.0,1,12.0
2020-01-28,1,1,0,0,29.0,30.0,2,B+,7.0,,,0.0,0.0,1,13.0
2020-01-28,1,1,0,0,29.0,30.0,2,B-,4.0,29.0,0.0,0.0,0.0,1,19.0
2020-01-28,1,1,0,0,29.0,30.0,2,O+,7.0,20.0,0.0,0.0,0.0,1,19.0
2020-01-28,1,1,0,0,29.0,30.0,2,O-,7.0,18.0,0.0,0.0,0.0,1,14.0
2020-01-29,2,1,0,0,,28.0,1,A+,7.0,15.0,0.0,0.0,0.0,1,20.0
2020-01-29,2,1,0,0,27.0,28.0,1,A-,6.0,11.0,0.0,0.0,0.0,1,14.0
2020-01-29,2,1,0,0,27.0,28.0,1,AB+,8.0,22.0,0.0,0.0,0.0,1,16.0
2020-01-29,2,1,0,0,27.0,28.0,1,AB-,5.0,12.0,0.0,,0.0,1,16.0
2020-01-29,2,1,0,0,27.0,28.0,1,B+,6.0,13.0,0.0,0.0,,1,19.0
2020-01-29,2,1,0,0,27.0,28.0,1,B-,6.0,19.0,0.0,0.0,0.0,1,17.0
2020-01-29,2,1,0,0,27.0,28.0,1,O+,5.0,19.0,0.0,0.0,0.0,1,16.0
2020-01-29,2,1,0,0,27.0,,1,O-,4.0,14.0,0.0,0.0,0.0,1,19.0
2020-01-30,3,1,0,0,35.0,37.0,0,A+,6.0,20.0,0.0,0.0,0.0,1,15.0
2020-01-30,3,1,0,0,,37.0,0,A-,4.0,14.0,0.0,0.0,0.0,1,14.0
2020-01-30,3,1,0,0,35.0,37.0,0,AB+,4.0,16.0,0.0,0.0,0.0,1,16.0
2020-01-30,3,1,0,0,35.0,37.0,0,AB-,3.0,16.0,0.0,0.0,0.0,1,17.0
2020-01-30,3,1,0,0,35.0,37.0,0,B+,5.0,19.0,0.0,0.0,0.0,1,14.0
2020-01-30,3,1,0,0,35.0,37.0,0,B-,4.0,17.0,0.0,0.0,0.0,1,16.0
2020-01-30,3,1,0,0,35.0,37.0,0,O+,5.0,16.0,0.0,0.0,0.0,1,17.0
2020-01-30,3,1,0,0,35.0,37.0,0,O-,6.0,19.0,0.0,0.0,0.0,1,21.0
2020-01-31,4,1,0,0,40.0,24.0,0,A+,4.0,15.0,0.0,,0.0,1,15.0
2020-01-31,4,1,0,0,40.0,24.0,0,A-,4.0,14.0,0.0,0.0,0.0,1,14.0
2020-01-31,4,1,0,0,40.0,24.0,0,AB+,1.0,16.0,0.0,0.0,0.0,1,11.0
2020-01-31,4,1,0,0,40.0,24.0,0,AB-,3.0,17.0,0.0,0.0,0.0,1,12.0
2020-01-31,4,1,0,0,40.0,24.0,0,B+,6.0,14.0,0.0,0.0,0.0,1,16.0
2020-01-31,4,1,0,0,40.0,24.0,0,B-,4.0,16.0,0.0,0.0,0.0,1,16.0
2020-01-31,4,1,0,0,40.0,24.0,0,O+,3.0,17.0,0.0,0.0,0.0,1,29.0
2020-01-31,4,1,0,0,40.0,24.0,0,O-,6.0,21.0,0.0,0.0,,1,15.0
2020-02-01,5,2,1,0,65.0,2.0,1,A+,6.0,15.0,0.0,0.0,0.0,1,18.0
2020-02-01,5,2,1,0,65.0,2.0,1,A-,6.0,14.0,0.0,0.0,0.0,1,17.0
2020-02-01,5,2,1,0,65.0,,1,AB+,6.0,11.0,0.0,0.0,0.0,1,20.0
2020-02-01,5,2,1,0,65.0,2.0,1,AB-,6.0,12.0,0.0,0.0,0.0,1,29.0
2020-02-01,5,2,1,0,65.0,2.0,1,B+,2.0,16.0,0.0,0.0,0.0,1,24.0
2020-02-01,5,2,1,0,65.0,2.0,1,B-,7.0,16.0,0.0,0.0,0.0,1,23.0
