Date,DayOfWeek,Month,Year,Weekend,Holiday,ER_Seasonality,Emergency_Room_Cases,Scheduled_Surgeries,Trauma_Alert_Level,Blood_Type,New_Donations,Units_Used,Starting_Inventory,Ending_Inventory,Expiration_Loss,Days_Supply,Shortage_Flag,Units_Used_tomorrow
2023-01-07,5,1,2023,1,0,0.49999999999999994,68.0,1.0,0,B+,0.0,15.0,0.0,0.0,0,0.0,1,14.0
2023-01-07,5,1,2023,1,0,0.49999999999999994,68.0,1.0,0,B-,1.0,9.0,0.0,0.0,0,0.0,1,13.0
2023-01-07,5,1,2023,1,0,0.49999999999999994,68.0,1.0,0,O+,1.0,14.0,0.0,0.0,0,0.0,1,16.0
2023-01-07,5,1,2023,1,0,0.49999999999999994,68.0,1.0,0,O-,0.0,20.0,0.0,0.0,0,0.0,1,19.0
2023-01-08,6,1,2023,1,0,0.49999999999999994,65.0,1.0,0,A+,3.0,12.0,0.0,0.0,0,0.0,1,36.0
2023-01-08,6,1,2023,1,0,0.49999999999999994,65.0,1.0,0,A-,0.0,13.0,0.0,0.0,0,0.0,1,36.0
2023-01-08,6,1,2023,1,0,0.49999999999999994,65.0,1.0,0,AB+,0.0,13.0,0.0,0.0,0,0.0,1,41.0
2023-01-08,6,1,2023,1,0,0.49999999999999994,65.0,1.0,0,AB-,0.0,16.0,0.0,0.0,0,0.0,1,43.0
2023-01-08,6,1,2023,1,0,0.49999999999999994,65.0,1.0,0,B+,0.0,14.0,0.0,0.0,0,0.0,1,30.0
2023-01-08,6,1,2023,1,0,0.49999999999999994,65.0,1.0,0,B-,0.0,,0.0,,0,,1,35.0
2023-01-08,6,1,2023,1,0,0.49999999999999994,65.0,1.0,0,O+,0.0,16.0,0.0,0.0,0,0.0,1,50.0
2023-01-08,6,1,2023,1,0,0.49999999999999994,65.0,1.0,0,O-,5.0,19.0,0.0,,0,0.0,1,44.0
2023-01-09,0,1,2023,0,0,0.49999999999999994,26.0,,2,A+,0.0,36.0,0.0,0.0,0,0.0,1,19.0
2023-01-09,0,1,2023,0,0,0.49999999999999994,26.0,31.0,2,A-,1.0,36.0,0.0,0.0,0,0.0,1,24.0
2023-01-09,0,1,2023,0,0,0.49999999999999994,26.0,31.0,2,AB+,,41.0,0.0,0.0,0,0.0,1,19.0
2023-01-09,0,1,2023,0,0,0.49999999999999994,26.0,31.0,2,AB-,0.0,43.0,0.0,0.0,0,0.0,1,20.0
2023-01-09,0,1,2023,0,0,0.49999999999999994,26.0,31.0,2,B+,,30.0,0.0,0.0,0,0.0,1,21.0
2023-01-09,0,1,2023,0,0,0.49999999999999994,26.0,31.0,2,B-,0.0,,0.0,0.0,0,0.0,1,21.0
2023-01-09,0,1,2023,0,0,0.49999999999999994,26.0,31.0,2,O+,4.0,50.0,0.0,0.0,0,0.0,1,26.0
2023-01-09,0,1,2023,0,0,0.49999999999999994,26.0,31.0,2,O-,2.0,44.0,0.0,0.0,0,0.0,1,28.0
2023-01-10,1,1,2023,0,0,0.49999999999999994,45.0,32.0,0,A+,2.0,19.0,0.0,0.0,0,0.0,1,19.0
2023-01-10,1,1,2023,0,0,0.49999999999999994,45.0,32.0,0,A-,4.0,24.0,0.0,0.0,0,0.0,1,31.0
2023-01-10,1,1,2023,0,0,0.49999999999999994,45.0,32.0,0,AB+,2.0,19.0,0.0,0.0,0,0.0,1,26.0
2023-01-10,1,1,2023,0,0,0.49999999999999994,45.0,32.0,0,AB-,0.0,20.0,0.0,0.0,0,0.0,1,26.0
2023-01-10,1,1,2023,0,0,0.49999999999999994,45.0,32.0,0,B+,0.0,21.0,0.0,0.0,0,0.0,1,29.0
2023-01-10,1,1,2023,0,0,0.49999999999999994,45.0,32.0,0,B-,4.0,21.0,0.0,0.0,0,0.0,1,29.0
2023-01-10,1,1,2023,0,0,0.49999999999999994,45.0,32.0,0,O+,2.0,26.0,0.0,0.0,0,0.0,1,28.0
2023-01-10,1,1,2023,0,0,0.49999999999999994,45.0,32.0,0,O-,5.0,28.0,0.0,0.0,0,0.0,1,74.0
2023-01-11,2,1,2023,0,0,0.49999999999999994,38.0,20.0,1,A+,3.0,19.0,0.0,0.0,0,,1,23.0
2023-01-11,2,1,2023,0,0,0.49999999999999994,38.0,20.0,1,A-,0.0,31.0,0.0,0.0,0,0.0,1,23.0
2023-01-11,2,1,2023,0,0,0.49999999999999994,38.0,20.0,1,AB+,2.0,26.0,0.0,0.0,0,0.0,1,19.0
2023-01-11,2,1,2023,0,0,0.49999999999999994,38.0,20.0,1,AB-,0.0,26.0,0.0,0.0,0,0.0,1,22.0
2023-01-11,2,1,2023,0,0,0.49999999999999994,38.0,20.0,1,B+,,29.0,0.0,0.0,0,0.0,1,20.0
2023-01-11,2,1,2023,0,0,0.49999999999999994,38.0,20.0,1,B-,4.0,29.0,0.0,0.0,0,0.0,1,20.0
2023-01-11,2,1,2023,0,0,0.49999999999999994,38.0,20.0,1,O+,5.0,28.0,0.0,0.0,0,0.0,1,21.0
2023-01-11,2,1,2023,0,0,0.49999999999999994,38.0,20.0,1,O-,4.0,74.0,0.0,,0,0.0,1,23.0
2023-01-12,3,1,2023,0,0,0.49999999999999994,42.0,33.0,0,A+,1.0,23.0,0.0,0.0,0,0.0,1,23.0
2023-01-12,3,1,2023,0,0,0.49999999999999994,,33.0,0,A-,1.0,,0.0,0.0,0,0.0,1,13.0
2023-01-12,3,1,2023,0,0,0.49999999999999994,42.0,33.0,0,AB+,2.0,19.0,0.0,0.0,0,0.0,1,16.0
2023-01-12,3,1,2023,0,0,0.49999999999999994,42.0,33.0,0,AB-,2.0,22.0,0.0,0.0,0,0.0,1,18.0
2023-01-12,3,1,2023,0,0,0.49999999999999994,42.0,33.0,0,B+,,20.0,0.0,0.0,0,0.0,1,15.0
2023-01-12,3,1,2023,0,0,0.49999999999999994,42.0,33.0,0,B-,1.0,20.0,0.0,0.0,0,0.0,1,20.0
2023-01-12,3,1,2023,0,0,0.49999999999999994,42.0,33.0,0,O+,5.0,21.0,0.0,0.0,0,0.0,1,20.0
2023-01-12,3,1,2023,0,0,0.49999999999999994,42.0,33.0,0,O-,6.0,23.0,0.0,0.0,0,0.0,1,20.0
2023-01-13,4,1,2023,0,0,0.49999999999999994,30.0,18.0,0,A+,0.0,23.0,0.0,0.0,0,0.0,1,10.0
2023-01-13,4,1,2023,0,0,0.49999999999999994,30.0,18.0,0,A-,0.0,13.0,,0.0,0,0.0,1,9.0
2023-01-13,4,1,2023,0,0,0.49999999999999994,30.0,18.0,0,AB+,2.0,16.0,0.0,,0,0.0,1,6.0
2023-01-13,4,1,2023,0,0,0.49999999999999994,30.0,18.0,0,AB-,0.0,18.0,0.0,0.0,0,0.0,1,11.0
2023-01-13,4,1,2023,0,0,0.49999999999999994,30.0,18.0,0,B+,1.0,,0.0,0.0,0,0.0,1,10.0
2023-01-13,4,1,2023,0,0,0.49999999999999994,30.0,18.0,0,B-,1.0,,0.0,0.0,0,0.0,1,12.0
2023-01-13,4,1,2023,0,0,0.49999999999999994,30.0,18.0,0,O+,2.0,20.0,0.0,0.0,0,0.0,1,16.0
2023-01-13,4,1,2023,0,0,0.49999999999999994,30.0,18.0,0,O-,4.0,20.0,0.0,0.0,0,0.0,1,14.0
2023-01-14,5,1,2023,1,0,0.49999999999999994,47.0,0.0,0,A+,0.0,,0.0,0.0,0,0.0,1,14.0
2023-01-14,5,1,2023,1,0,0.49999999999999994,47.0,0.0,0,A-,1.0,9.0,0.0,0.0,0,0.0,1,16.0
2023-01-14,5,1,2023,1,0,0.49999999999999994,47.0,0.0,0,AB+,0.0,6.0,0.0,0.0,0,0.0,1,12.0
2023-01-14,5,1,2023,1,0,0.49999999999999994,,0.0,0,AB-,0.0,11.0,0.0,0.0,0,0.0,1,14.0
2023-01-14,5,1,2023,1,0,0.49999999999999994,47.0,0.0,0,B+,0.0,10.0,0.0,0.0,0,0.0,1,14.0
2023-01-14,5,1,2023,1,0,0.49999999999999994,47.0,0.0,0,B-,0.0,12.0,0.0,0.0,0,0.0,1,14.0
2023-01-14,5,1,2023,1,0,0.49999999999999994,47.0,0.0,0,O+,0.0,16.0,0.0,,0,0.0,1,21.0
2023-01-14,5,1,2023,1,0,0.49999999999999994,47.0,0.0,0,O-,4.0,14.0,0.0,0.0,0,0.0,1,17.0
2023-01-15,6,1,2023,1,0,0.49999999999999994,56.0,4.0,0,A+,2.0,14.0,0.0,0.0,0,0.0,1,10.0
2023-01-15,6,1,2023,1,0,0.49999999999999994,56.0,4.0,0,A-,0.0,16.0,0.0,0.0,0,0.0,1,15.0
2023-01-15,6,1,2023,1,0,0.49999999999999994,56.0,4.0,0,AB+,1.0,12.0,0.0,0.0,0,0.0,1,14.0
2023-01-15,6,1,2023,1,0,0.49999999999999994,56.0,4.0,0,AB-,0.0,14.0,0.0,0.0,0,0.0,1,18.0
2023-01-15,6,1,2023,1,0,0.49999999999999994,56.0,4.0,0,B+,0.0,14.0,0.0,0.0,0,0.0,1,12.0
2023-01-15,6,1,2023,1,0,0.49999999999999994,56.0,4.0,0,B-,2.0,14.0,0.0,0.0,0,0.0,1,17.0
2023-01-15,6,1,2023,1,0,0.49999999999999994,56.0,4.0,0,O+,2.0,21.0,0.0,0.0,0,0.0,1,15.0
2023-01-15,6,1,2023,1,0,0.49999999999999994,56.0,4.0,0,O-,2.0,17.0,0.0,0.0,0,0.0,1,36.0
2023-01-16,0,1,2023,0,1,0.49999999999999994,60.0,1.0,0,A+,0.0,10.0,0.0,0.0,0,0.0,1,13.0
2023-01-16,0,1,2023,0,1,0.49999999999999994,60.0,1.0,0,A-,1.0,,,0.0,0,0.0,1,14.0
2023-01-16,0,1,2023,0,1,0.49999999999999994,60.0,1.0,0,AB+,0.0,14.0,0.0,0.0,0,0.0,1,17.0
2023-01-16,0,1,2023,0,1,0.49999999999999994,,1.0,0,AB-,0.0,18.0,0.0,0.0,0,0.0,1,14.0
2023-01-16,0,1,2023,0,1,0.49999999999999994,60.0,1.0,0,B+,0.0,12.0,0.0,0.0,0,0.0,1,14.0
2023-01-16,0,1,2023,0,1,0.49999999999999994,60.0,1.0,0,B-,0.0,17.0,0.0,0.0,0,0.0,1,13.0
2023-01-16,0,1,2023,0,1,0.49999999999999994,60.0,1.0,0,O+,2.0,15.0,0.0,0.0,0,0.0,1,22.0
2023-01-16,0,1,2023,0,1,0.49999999999999994,60.0,1.0,0,O-,4.0,,0.0,0.0,0,0.0,1,19.0
2023-01-17,1,1,2023,0,0,0.49999999999999994,23.0,,0,A+,2.0,13.0,0.0,0.0,0,0.0,1,14.0
2023-01-17,1,1,2023,0,0,0.49999999999999994,23.0,21.0,0,A-,1.0,14.0,0.0,,0,0.0,1,12.0
2023-01-17,1,1,2023,0,0,0.49999999999999994,23.0,21.0,0,AB+,3.0,17.0,0.0,0.0,0,0.0,1,16.0
2023-01-17,1,1,2023,0,0,0.49999999999999994,23.0,21.0,0,AB-,0.0,14.0,0.0,0.0,0,0.0,1,15.0
2023-01-17,1,1,2023,0,0,0.49999999999999994,23.0,21.0,0,B+,1.0,14.0,0.0,0.0,0,0.0,1,13.0
2023-01-17,1,1,2023,0,0,0.49999999999999994,,21.0,0,B-,0.0,13.0,0.0,0.0,0,0.0,1,13.0
2023-01-17,1,1,2023,0,0,0.49999999999999994,,21.0,0,O+,2.0,22.0,0.0,0.0,0,,1,18.0
2023-01-17,1,1,2023,0,0,0.49999999999999994,23.0,21.0,0,O-,8.0,19.0,0.0,0.0,0,0.0,1,22.0
2023-01-18,2,1,2023,0,0,0.49999999999999994,27.0,17.0,0,A+,2.0,14.0,0.0,0.0,0,0.0,1,15.0
2023-01-18,2,1,2023,0,0,0.49999999999999994,27.0,17.0,0,A-,4.0,12.0,0.0,0.0,0,0.0,1,22.0
2023-01-18,2,1,2023,0,0,0.49999999999999994,,17.0,0,AB+,3.0,16.0,0.0,0.0,0,0.0,1,22.0
2023-01-18,2,1,2023,0,0,0.49999999999999994,27.0,17.0,0,AB-,0.0,15.0,0.0,0.0,0,0.0,1,22.0
2023-01-18,2,1,2023,0,0,0.49999999999999994,,17.0,0,B+,0.0,13.0,0.0,0.0,0,0.0,1,16.0
2023-01-18,2,1,2023,0,0,0.49999999999999994,27.0,17.0,0,B-,1.0,13.0,0.0,0.0,0,0.0,1,15.0
2023-01-18,2,1,2023,0,0,0.49999999999999994,27.0,,0,O+,6.0,18.0,0.0,0.0,0,0.0,1,20.0
2023-01-18,2,1,2023,0,0,0.49999999999999994,27.0,17.0,0,O-,4.0,22.0,,0.0,0,0.0,1,25.0
2023-01-19,3,1,2023,0,0,0.49999999999999994,43.0,24.0,0,A+,1.0,15.0,0.0,0.0,0,0.0,1,17.0
2023-01-19,3,1,2023,0,0,0.49999999999999994,43.0,24.0,0,A-,0.0,22.0,0.0,0.0,0,0.0,1,16.0
2023-01-19,3,1,2023,0,0,0.49999999999999994,43.0,24.0,0,AB+,2.0,22.0,0.0,0.0,0,0.0,1,21.0
2023-01-19,3,1,2023,0,0,0.49999999999999994,43.0,24.0,0,AB-,3.0,22.0,0.0,0.0,0,0.0,1,14.0
2023-01-19,3,1,2023,0,0,0.49999999999999994,43.0,24.0,0,B+,3.0,16.0,0.0,0.0,0,0.0,1,16.0
2023-01-19,3,1,2023,0,0,0.49999999999999994,43.0,24.0,0,B-,,15.0,0.0,0.0,0,0.0,1,12.0
2023-01-19,3,1,2023,0,0,0.49999999999999994,43.0,24.0,0,O+,5.0,20.0,0.0,0.0,0,0.0,1,18.0
2023-01-19,3,1,2023,0,0,0.49999999999999994,43.0,24.0,0,O-,2.0,25.0,,0.0,0,0.0,1,21.0
2023-01-20,4,1,2023,0,0,0.49999999999999994,22.0,24.0,0,A+,4.0,17.0,0.0,0.0,0,0.0,1,9.0
2023-01-20,4,1,2023,0,0,0.49999999999999994,22.0,24.0,0,A-,1.0,16.0,0.0,0.0,0,0.0,1,10.0
2023-01-20,4,1,2023,0,0,0.49999999999999994,22.0,24.0,0,AB+,2.0,21.0,0.0,0.0,0,0.0,1,10.0
2023-01-20,4,1,2023,0,0,0.49999999999999994,22.0,24.0,0,AB-,0.0,14.0,0.0,0.0,0,0.0,1,9.0
2023-01-20,4,1,2023,0,0,0.49999999999999994,,24.0,0,B+,4.0,16.0,0.0,0.0,0,0.0,1,12.0
2023-01-20,4,1,2023,0,0,0.49999999999999994,22.0,24.0,0,B-,1.0,12.0,0.0,0.0,0,0.0,1,13.0
2023-01-20,4,1,2023,0,0,0.49999999999999994,22.0,24.0,0,O+,3.0,18.0,0.0,0.0,0,0.0,1,16.0
2023-01-20,4,1,2023,0,0,0.49999999999999994,22.0,24.0,0,O-,5.0,21.0,0.0,0.0,0,0.0,1,21.0
2023-01-21,5,1,2023,1,0,0.49999999999999994,58.0,0.0,0,A+,1.0,9.0,0.0,0.0,0,0.0,1,39.0
2023-01-21,5,1,2023,1,0,0.49999999999999994,58.0,0.0,0,A-,0.0,10.0,0.0,0.0,0,0.0,1,34.0
2023-01-21,5,1,2023,1,0,0.49999999999999994,58.0,0.0,0,AB+,0.0,10.0,0.0,0.0,0,0.0,1,35.0
2023-01-21,5,1,2023,1,0,0.49999999999999994,58.0,0.0,0,AB-,2.0,9.0,0.0,0.0,0,0.0,1,29.0
2023-01-21,5,1,2023,1,0,0.49999999999999994,58.0,0.0,0,B+,0.0,12.0,0.0,0.0,0,0.0,1,30.0
2023-01-21,5,1,2023,1,0,0.49999999999999994,58.0,0.0,0,B-,0.0,13.0,0.0,0.0,0,0.0,1,29.0
2023-01-21,5,1,2023,1,0,0.49999999999999994,58.0,0.0,0,O+,2.0,16.0,0.0,,0,0.0,1,29.0
2023-01-21,5,1,2023,1,0,0.49999999999999994,58.0,,0,O-,2.0,21.0,0.0,0.0,0,0.0,1,33.0
2023-01-22,6,1,2023,1,0,0.49999999999999994,53.0,,2,A+,0.0,39.0,0.0,0.0,0,,1,24.0
2023-01-22,6,1,2023,1,0,0.49999999999999994,53.0,1.0,2,A-,1.0,34.0,0.0,0.0,0,0.0,1,19.0
2023-01-22,6,1,2023,1,0,0.49999999999999994,53.0,1.0,2,AB+,0.0,35.0,0.0,0.0,0,0.0,1,19.0
2023-01-22,6,1,2023,1,0,0.49999999999999994,53.0,1.0,2,AB-,0.0,29.0,0.0,0.0,0,0.0,1,23.0
2023-01-22,6,1,2023,1,0,0.49999999999999994,53.0,1.0,2,B+,0.0,30.0,0.0,0.0,0,0.0,1,22.0
2023-01-22,6,1,2023,1,0,0.49999999999999994,53.0,1.0,2,B-,0.0,29.0,0.0,0.0,0,0.0,1,26.0
2023-01-22,6,1,2023,1,0,0.49999999999999994,53.0,1.0,2,O+,2.0,,0.0,0.0,0,0.0,1,31.0
2023-01-22,6,1,2023,1,0,0.49999999999999994,53.0,1.0,2,O-,1.0,33.0,0.0,0.0,0,0.0,1,30.0
2023-01-23,0,1,2023,0,0,0.49999999999999994,21.0,16.0,1,A+,3.0,24.0,0.0,0.0,0,0.0,1,12.0
2023-01-23,0,1,2023,0,0,0.49999999999999994,21.0,16.0,1,A-,2.0,19.0,0.0,0.0,0,0.0,1,12.0
2023-01-23,0,1,2023,0,0,0.49999999999999994,21.0,16.0,1,AB+,,19.0,0.0,0.0,0,0.0,1,15.0
2023-01-23,0,1,2023,0,0,0.49999999999999994,21.0,16.0,1,AB-,,23.0,0.0,0.0,0,0.0,1,11.0
2023-01-23,0,1,2023,0,0,0.49999999999999994,21.0,16.0,1,B+,1.0,22.0,0.0,0.0,0,0.0,1,14.0
2023-01-23,0,1,2023,0,0,0.49999999999999994,21.0,16.0,1,B-,0.0,26.0,0.0,0.0,0,0.0,1,14.0
2023-01-23,0,1,2023,0,0,0.49999999999999994,21.0,16.0,1,O+,4.0,31.0,0.0,0.0,0,0.0,1,15.0
2023-01-23,0,1,2023,0,0,0.49999999999999994,21.0,16.0,1,O-,4.0,30.0,0.0,0.0,0,0.0,1,21.0
2023-01-24,1,1,2023,0,0,0.49999999999999994,43.0,15.0,0,A+,1.0,12.0,0.0,0.0,0,0.0,1,18.0
2023-01-24,1,1,2023,0,0,0.49999999999999994,43.0,15.0,0,A-,,12.0,0.0,0.0,0,0.0,1,17.0
2023-01-24,1,1,2023,0,0,0.49999999999999994,43.0,15.0,0,AB+,1.0,15.0,0.0,0.0,0,0.0,1,17.0
2023-01-24,1,1,2023,0,0,0.49999999999999994,43.0,15.0,0,AB-,,11.0,0.0,0.0,0,0.0,1,14.0
2023-01-24,1,1,2023,0,0,0.49999999999999994,43.0,15.0,0,B+,0.0,14.0,0.0,0.0,0,0.0,1,18.0
2023-01-24,1,1,2023,0,0,0.49999999999999994,43.0,15.0,0,B-,1.0,14.0,0.0,0.0,0,0.0,1,17.0
2023-01-24,1,1,2023,0,0,0.49999999999999994,43.0,15.0,0,O+,5.0,15.0,0.0,0.0,0,,1,25.0
2023-01-24,1,1,2023,0,0,0.49999999999999994,43.0,15.0,0,O-,5.0,21.0,0.0,0.0,0,0.0,1,28.0
2023-01-25,2,1,2023,0,0,0.49999999999999994,31.0,37.0,0,A+,2.0,18.0,0.0,0.0,0,0.0,1,63.0
2023-01-25,2,1,2023,0,0,0.49999999999999994,31.0,37.0,0,A-,2.0,17.0,0.0,0.0,0,0.0,1,49.0
2023-01-25,2,1,2023,0,0,0.49999999999999994,31.0,37.0,0,AB+,0.0,17.0,0.0,0.0,0,0.0,1,45.0
2023-01-25,2,1,2023,0,0,0.49999999999999994,31.0,37.0,0,AB-,0.0,14.0,0.0,0.0,0,0.0,1,66.0
2023-01-25,2,1,2023,0,0,0.49999999999999994,31.0,37.0,0,B+,4.0,18.0,0.0,0.0,0,0.0,1,60.0
2023-01-25,2,1,2023,0,0,0.49999999999999994,31.0,37.0,0,B-,1.0,17.0,0.0,0.0,0,0.0,1,44.0
2023-01-25,2,1,2023,0,0,0.49999999999999994,31.0,37.0,0,O+,3.0,25.0,0.0,0.0,0,0.0,1,65.0
2023-01-25,2,1,2023,0,0,0.49999999999999994,31.0,37.0,0,O-,6.0,28.0,0.0,0.0,0,0.0,1,49.0
2023-01-26,3,1,2023,0,0,0.49999999999999994,49.0,37.0,3,A+,2.0,63.0,0.0,0.0,0,0.0,1,24.0
2023-01-26,3,1,2023,0,0,0.49999999999999994,49.0,37.0,3,A-,3.0,49.0,0.0,,0,0.0,1,26.0
2023-01-26,3,1,2023,0,0,0.49999999999999994,49.0,37.0,3,AB+,2.0,45.0,0.0,0.0,0,0.0,1,24.0
